fast_threshold,response_cutoff,max_keypoints,n_bins_x,n_bins_y,n_threshold_levels,threshold_max,n_dist_bits,dist_max_m,n_aruco_bins,angular_dead_zone,n_inputs,decay,threshold,reset,lr_shift,w_init,t_pre,t_post,tau_e_shift,dw_pos,dw_neg,w_min,w_max,mode,dopamine_correct_shift,dopamine_wrong_shift,mean_train_acc,std_train_acc,mean_test_acc,std_test_acc
20,0.0,500,8,3,10,100,3,1.0,3,0.15,30,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4504047093451067,0.12450331125827815,0.2733516483516484,0.06662087912087912
20,0.0,500,8,3,10,100,3,1.0,3,0.15,30,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3235467255334805,0.031604120676968356,0.360989010989011,0.046428571428571486
20,0.0,500,8,3,10,100,3,1.0,3,0.15,30,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3095658572479764,0.007947019867549698,0.35206043956043953,0.013324175824175805
20,0.0,500,8,3,10,100,3,1.0,3,0.15,30,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3338300220750552,0.028274466519499636,0.33042582417582417,0.03468406593406598
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.33370125091979397,0.10044150110375269,0.38592032967032963,0.04787087912087912
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4163355408388521,0.0139808682855041,0.23111263736263737,0.009271978021978003
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.46407284768211915,0.0009749816041207393,0.32493131868131864,0.0364697802197802
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4452722590139808,0.029672553348049968,0.32465659340659336,0.03578296703296699
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.39381898454746134,0.08723325974981608,0.29594780219780215,0.05624999999999997
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3845290654893304,0.019628403237674757,0.24560439560439556,0.031730769230769215
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3642200147167034,0.030702722590139814,0.36311813186813185,0.0412774725274726
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.33828182487122893,0.049098601913171475,0.21895604395604398,0.027472527472527458
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.376158940397351,0.07840323767476087,0.29258241758241754,0.05879120879120875
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.45875643855776305,0.09551140544518033,0.30418956043956036,0.004876373626373609
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3278329654157468,0.0016372332597498485,0.34416208791208786,0.0006181318681318659
20,0.0,500,8,3,10,100,3,1.0,5,0.15,32,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.39172185430463574,0.05930831493745403,0.2285714285714286,0.008379120879120863
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.6327262693156734,0.008958793230316509,0.23598901098901098,0.03282967032967031
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.7724061810154526,0.0007358351729212509,0.30549450549450546,0.0016483516483516425
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3731972038263429,0.12312362030905069,0.4309065934065933,0.12362637362637363
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4026306107431936,0.033682855040470944,0.22912087912087908,0.06936813186813186
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.41666666666666663,0.13616629874908023,0.4434065934065934,0.09340659340659349
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3750551876379691,3.925231146709438e-17,0.32149725274725277,0.01586538461538456
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2877667402501839,0.047111846946284064,0.32788461538461544,0.042582417582417625
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3997792494481235,0.0844738778513612,0.2739010989010988,0.035576923076923034
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.6103752759381897,0.009823399558498813,0.24608516483516485,0.024244505494505478
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.46683222958057397,0.007597498160412108,0.2793269230769231,0.01751373626373623
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.24832597498160414,0.0001287711552611509,0.38042582417582416,0.01847527472527477
20,0.0,500,8,3,10,100,3,2.0,3,0.15,30,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.302354672553348,0.006364974245768901,0.2623626373626374,0.004120879120879106
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.5332781456953641,0.04578734363502565,0.35556318681318677,0.0017170329670329887
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.7932487122884473,0.0025570272259014537,0.36366758241758235,0.0006181318681318659
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2850993377483444,0.05095658572479764,0.39299450549450554,0.03832417582417588
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3928991905813098,0.06732891832229576,0.357554945054945,0.106043956043956
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.5219094922737306,0.023233995584988898,0.3604395604395604,0.002060439560439553
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4626563649742458,0.011736571008094249,0.2727335164835165,0.022458791208791212
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2523178807947021,0.00813097866077997,0.387293956043956,0.058035714285714274
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3998712288447388,0.006898454746136817,0.2739010989010989,0.008516483516483514
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4188373804267844,0.076158940397351,0.329532967032967,0.009615384615384609
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.7623252391464311,0.05562913907284761,0.33756868131868123,0.010645604395604386
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3331861662987491,0.013428991905813065,0.35542582417582413,0.00034340659340656443
20,0.0,500,8,3,10,100,3,2.0,5,0.15,32,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.34461000735835173,0.013300220750551872,0.2774725274725275,0.030219780219780196
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.5333701250919793,0.21850625459896975,0.33468406593406586,0.012706043956043966
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.45095658572479763,0.00916114790286976,0.2625686813186813,0.011057692307692294
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.316317144959529,0.07157836644591607,0.3445054945054944,0.00563186813186814
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3236571008094187,0.03866813833701255,0.33619505494505486,0.007074175824175827
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4356512141280353,0.04587932303164094,0.3036401098901099,0.04526098901098899
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4448675496688742,0.01304267844002946,0.24237637362637363,0.0021291208791208993
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.30211552612214865,0.0020051508462103906,0.36442307692307685,0.0951923076923076
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4197755702722591,0.057045621780721145,0.2357142857142857,0.04148351648351645
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.5878403237674761,0.006199411331861693,0.2444368131868132,0.019162087912087913
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3449043414275202,0.02470566593083151,0.3638736263736263,0.04450549450549454
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3231788079470199,0.004893303899926454,0.353021978021978,0.007280219780219782
20,0.0,500,8,3,10,100,4,1.0,3,0.15,31,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.45150846210448853,0.016666666666666663,0.21442307692307694,0.017857142857142835
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3072479764532744,0.03738042678440026,0.4195054945054945,0.040521978021977934
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.42183590875643856,0.0044334069168505685,0.21881868131868132,0.01744505494505494
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.23780353200882998,0.017310522442972764,0.48804945054945065,0.03543956043956048
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.42923105224429736,0.04037895511405451,0.29862637362637356,0.021703296703296654
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3619757174392936,0.05807579102281088,0.3120879120879121,0.06950549450549448
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.44455481972038263,0.02133922001471672,0.27348901098901096,0.008104395604395576
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3694628403237674,0.010743193524650557,0.36030219780219785,0.05796703296703301
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.37409860191317146,0.015342163355408334,0.3206043956043957,0.05659340659340664
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4555555555555556,0.14087564385577642,0.3056318681318681,0.01607142857142857
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.39869389256806476,0.009032376747608484,0.32245879120879123,0.036607142857142894
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3258646063281825,0.01442236938925684,0.35892857142857143,0.032967032967033016
20,0.0,500,8,3,10,100,4,1.0,5,0.15,33,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.36048565121412807,0.00014716703458428348,0.2787774725274725,0.01696428571428571
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4829102281089037,0.020290654893303867,0.3509615384615384,0.0006868131868131844
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.7940949227373069,0.007891832229580509,0.34134615384615385,0.010302197802197793
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.23793230316409125,0.022921265636497393,0.4332417582417582,0.05068681318681306
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.35921633554083887,0.0071927888153054675,0.34100274725274715,0.01174450549450548
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4283664459161147,0.06902133922001469,0.29107142857142854,0.0504120879120879
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4584621044885945,0.0004047093451066408,0.2864697802197802,0.01874999999999999
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2747240618101546,0.005224429727741009,0.382967032967033,0.06854395604395608
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3681935246504784,0.03482339955849886,0.3139423076923077,0.050755494505494575
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.41089036055923467,0.009234731420161846,0.35549450549450545,0.002335164835164827
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.667384105960265,0.016096394407652703,0.3167582417582417,0.0026098901098901006
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2555187637969095,0.009860191317144981,0.31249999999999994,0.007967032967032994
20,0.0,500,8,3,10,100,4,2.0,3,0.15,31,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.32538631346578367,0.021817512877115586,0.28337912087912087,0.00027472527472527375
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.7090139808682854,0.13359087564385574,0.3668956043956043,0.005631868131868112
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.7962104488594554,0.001287711552612203,0.35989010989010983,0.0
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.37783296541574685,0.07864238410596017,0.2804945054945055,0.06483516483516479
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3880794701986755,0.014716703458425268,0.34423076923076923,0.06414835164835164
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.44164827078734364,0.02601177336276672,0.36964285714285716,0.03296703296703296
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.8114790286975718,0.0015452538631346435,0.3616071428571428,0.0008928571428571397
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2746320824135394,0.0006070640176600584,0.40487637362637363,0.06449175824175829
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4012141280353201,0.03182487122884475,0.30748626373626364,0.007623626373626374
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.46541574687270043,0.0703458425312729,0.3409340659340659,0.015659340659340604
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.8221302428256071,0.00329286239882276,0.3585851648351648,0.00034340659340656443
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3320824135393672,0.08546725533480494,0.45521978021978016,0.09848901098901097
20,0.0,500,8,3,10,100,4,2.0,5,0.15,33,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4179727740986019,0.05877483443708606,0.3221153846153847,0.0627747252747253
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.20665930831493745,0.0013245033112583293,0.6015109890109891,0.00219780219780219
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.24501471670345837,0.017825607064017646,0.573695054945055,0.02973901098901105
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.209289919058131,0.013778513612950724,0.5219780219780221,0.0027472527472527375
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.25137969094922735,0.03154893303899925,0.5243818681318683,0.005837912087912067
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.20746872700515082,0.0020603384841795247,0.570054945054945,0.03159340659340665
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2281640912435614,0.0022626931567328867,0.5384615384615385,0.0027472527472527375
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.20493009565857245,0.02108167770419428,0.5398351648351649,0.0013736263736264243
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.25237306843267104,0.004911699779249407,0.6153846153846153,0.0
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2477189109639441,0.031935246504782924,0.4423076923076923,0.09340659340659349
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.25342163355408387,0.009639440765268542,0.5494505494505495,0.0
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.22534952170713757,0.019131714495952898,0.5921016483516484,0.015041208791208793
20,0.0,500,8,3,10,500,3,1.0,3,0.15,30,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.26578366445916113,0.048638704930095686,0.478021978021978,0.1291208791208792
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.31182855040470936,0.079083885209713,0.4898351648351649,0.08859890109890117
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2437086092715232,0.035209713024282566,0.4993131868131868,0.055631868131868184
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.26188373804267845,0.020125091979396548,0.5300137362637363,0.01737637362637373
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2646063281824872,0.03197203826342902,0.46703296703296704,0.07142857142857137
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.26826710816777044,0.03743561442236934,0.4690247252747253,0.12012362637362647
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.23769315673289182,0.020658572479764492,0.5796703296703298,0.043956043956043966
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.29236571008094187,0.03452906548933038,0.3490384615384615,0.008104395604395603
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.20099337748344373,0.004746136865342171,0.5315934065934067,0.009615384615384637
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.21175496688741724,0.0045805739514349075,0.5384615384615385,0.0027472527472527375
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.34670713760117733,0.011938925680647472,0.2623626373626373,0.020604395604395614
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.322645327446652,0.0035136129506990466,0.44642857142857145,0.08379120879120888
20,0.0,500,8,3,10,500,3,1.0,5,0.15,32,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2693156732891832,0.06817512877115521,0.5810439560439561,0.020604395604395642
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.18958793230316412,0.0003679175864606393,0.6016483516483517,0.0
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4008830022075056,0.09021339220014721,0.3910027472527473,0.21064560439560445
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.220897718910964,0.0006254598969831077,0.6071428571428572,0.0
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.27231420161883735,0.0055003679175865405,0.5986950549450549,0.003914835164835095
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.30309050772626933,7.358351729214174e-05,0.35989010989010983,0.0
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.30128771155261225,0.09805003679175864,0.27060439560439553,0.09203296703296701
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.21622516556291393,0.014679911699779266,0.6071428571428572,0.0
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.24174025018395878,0.019738778513612942,0.4826236263736263,0.11998626373626375
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.30207873436350247,0.011203090507726277,0.3461538461538461,0.0
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3141648270787344,0.08167770419426049,0.39010989010989017,0.2115384615384616
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.21376011773362763,0.01427520235467257,0.6071428571428572,0.0
20,0.0,500,8,3,10,500,3,2.0,3,0.15,30,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2429175864606328,0.01973877851361297,0.6085164835164836,0.006868131868131788
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.26315305371596764,0.06845106696100073,0.47445054945054943,0.1145604395604396
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.37065857247976464,0.010209713024282557,0.3594780219780219,0.00013736263736266463
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3264900662251656,0.060117733627667425,0.4944368131868131,0.13743131868131864
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.29621044885945547,0.0022442972774098235,0.39766483516483525,0.0006868131868131844
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.27889992641648276,0.02003311258278148,0.3351648351648351,0.0
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3222590139808683,0.09098601913171447,0.28296703296703296,0.09340659340659332
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.26370493009565854,0.002704194260485543,0.4793956043956044,0.14423076923076933
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2771707137601177,0.0011589403973508994,0.6291208791208792,0.0
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3019683590875645,0.003771155261221487,0.3571428571428571,0.0027472527472527375
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.43167770419426044,0.02417218543046354,0.17994505494505492,0.0013736263736263687
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.21854304635761593,0.013723325974981632,0.6043956043956045,0.0027472527472527375
20,0.0,500,8,3,10,500,3,2.0,5,0.15,32,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.32591979396615156,0.08081309786607802,0.4024725274725275,0.21840659340659332
20,0.0,500,8,3,10,500,4,1.0,3,0.15,31,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.22067696835908754,0.014385577630610769,0.6071428571428572,0.0
20,0.0,500,8,3,10,500,4,1.0,3,0.15,31,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2286239882266372,0.023730684326710785,0.6094093406593406,0.002266483516483453
20,0.0,500,8,3,10,500,4,1.0,3,0.15,31,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.23226637233259748,0.004635761589403958,0.6071428571428572,0.0
20,0.0,500,8,3,10,500,4,1.0,3,0.15,31,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2141648270787344,0.0048933038999264405,0.6059752747252747,0.00940934065934057
